text,createdAt,author/userName,author/followers,url,likeCount,replyCount,retweetCount,quoteCount,bookmarkCount,viewCount,source
Sigue fallando y me complico todo mi dia @mercadopago @MercadoPagoMex #mercadopago #mercadopagocaida https://t.co/5ynrh2ksrm,2025-12-18 05:44:42+00:00,nnuull000,181,https://x.com/nnuull000/status/2001529032014467078,2,1,1,0,0,166,Twitter for Android
"¿A quien más le está pasando esto en #MercadoPago? 

Porquería de servicio, ocupo pagar medicamento y la mierda se le ocurre fallar, con Wi-Fi y/o con datos. https://t.co/CtevXEuqqU",2025-12-18 21:46:30+00:00,isRobertsMusic,188,https://x.com/isRobertsMusic/status/2001771078029369511,0,1,0,0,0,16,Twitter for iPhone
"Que onda @MercadoPagoMex ? Cuando arreglan su app? Sigue fallando
#mercadopago https://t.co/d6Ev1WVN6C",2025-12-18 06:18:32+00:00,SoyDarks666,11,https://x.com/SoyDarks666/status/2001537544924934425,0,0,0,0,0,53,Twitter for Android
"In Mexico, $MELI is the 2nd largest financial institution in terms of MAUs and #1 in terms of downloads. They have a banking license pending, which could potentially unlock further opportunities as customers would be able to deposit their salaries in MercadoPago. https://t.co/7HyFne9iio",2025-12-18 20:16:03+00:00,shivamkashan,357,https://x.com/shivamkashan/status/2001748316409753885,8,1,0,0,1,277,Twitter Web App
"Esta mañana hice una compra en @carrefourarg de calle Alvear al 2400 (Villa Ballester) con @mercadopago . El dinero se me descontó d inmediato. Pero como a ellos no le generó el ticket, no me quisieron entregar la mercadería. Quién se hace cargo? @CRFresponde https://t.co/Uxu9DEXwUe",2025-12-18 13:04:11+00:00,gabybentolila,699,https://x.com/gabybentolila/status/2001639633449619794,0,0,0,0,0,57,Twitter for iPhone
"@marcoporracin @mercadopago Imagina lo interesante que sería, si tuvieras que escanear un QR cuando te llega el producto para que validez que sos el dueño ?",2025-12-18 18:59:59+00:00,vibehide,922,https://x.com/vibehide/status/2001729171609821221,1,0,0,0,0,646,Twitter for iPhone
"@mercadopago llevo horas tratando de acceder y sí, tengo internet https://t.co/gJczvHEW7E",2025-12-18 04:07:17+00:00,luisnavaf1,407,https://x.com/luisnavaf1/status/2001504518161506541,0,0,1,0,0,41,Twitter for Android
"Por favor @mercadopago quiero ver resúmenes de movimientos a nivel anual, no puedo estar generando un reporte de a dos meses 🫠 https://t.co/Sp2VV4YYsQ",2025-12-18 00:50:37+00:00,matitumbo,1294,https://x.com/matitumbo/status/2001455021834064148,0,0,0,1,0,200,Twitter Web App
"🏦⚡YPF analiza operar con un esquema similar al de un banco para ofrecer servicios financieros y competir con billeteras digitales como Mercado Pago. 

Leé la nota completa en 👉🏼 (link)

#YPF #Finanzas #Fintech #MercadoPago #EconomíaArgentina https://t.co/mkLWRG4Bw8",2025-12-18 17:52:15+00:00,iProfesional,90336,https://x.com/iProfesional/status/2001712125304086597,0,0,0,0,0,267,Marfeel Amplify
#Carrefour Adrogué con problemas con #mercadopago Inés perado 🙄,2025-12-18 11:49:15+00:00,carlafabiana10,114,https://x.com/carlafabiana10/status/2001620772763427116,0,0,0,0,0,47,Twitter for Android
@gork @Mercadolibre @mercadopago Te vas de vacaciones?,2025-12-18 22:48:26+00:00,AntonioBanes,780,https://x.com/AntonioBanes/status/2001786662997864761,0,1,0,0,0,6,Twitter for Android
Esta fallando @mercadopago no puedo mover dinero,2025-12-18 14:08:23+00:00,KernJav,223,https://x.com/KernJav/status/2001655789208113563,0,0,0,0,0,16,Twitter for Android
"Hola alguien me puede ayudar porfavor a mi mamá le hicieron un cobro en la tarjeta cuenta rut EN LAS CONDES, no vive ni en stgo. @SERNAC  @MercadoPagoCL ??? #Chile #mercadopago https://t.co/UFnuZltRCO",2025-12-18 01:19:36+00:00,ccnlssz,53,https://x.com/ccnlssz/status/2001462316894740818,0,0,0,0,0,102,Twitter Web App
"@FernandoMarull @mercadopago Galpe no para de subsidiar al consumidor y castigar al accionista, seguis comprado acá Fer?",2025-12-18 23:24:35+00:00,riesgocosmico,191,https://x.com/riesgocosmico/status/2001795758807449766,0,0,0,0,0,8,Twitter Web App
@marcoporracin @mercadopago PDF con firma digital... Tan solo un sueño.,2025-12-18 22:11:54+00:00,OtroHuevo,623,https://x.com/OtroHuevo/status/2001777470647713941,1,0,0,0,0,119,Twitter for Android
Todos esperaban el wrap de Spotify pero los reales y yo esperamos el wrap de @mercadopago para saber en que boludeces se nos fue la guita este año,2025-12-18 16:09:18+00:00,MelVillalbaa,45,https://x.com/MelVillalbaa/status/2001686216228339993,0,0,0,0,0,10,Twitter for Android
"Mercado Libre Y Mercado Pago
links:

mercado libre:
https://t.co/z45N2dPVNg

mercadlo pago:
https://t.co/MbTA89KiOi https://t.co/zyPruBUQmE",2025-12-18 19:50:44+00:00,Gaun68762Gauna,3,https://x.com/Gaun68762Gauna/status/2001741942078816455,0,0,0,0,0,23,Twitter Web App
