text,createdAt,author/userName,author/followers,url,likeCount,replyCount,retweetCount,quoteCount,bookmarkCount,viewCount,source
"@Uber_ARG Hola. Esta madrugada tres veces me descontaron plata de MercadoPago y nunca me tomaron el viaje, necesito respuestas y el reintegro de mi plata para AHORA!! NO EN 24HS! https://t.co/fe05Awp61z",2025-12-25 17:19:42+00:00,YamiBenitez10,29,https://x.com/YamiBenitez10/status/2004240647788941614,0,0,0,0,0,13.0,Twitter for Android
"@mercadopago Tres viajes me descontaron y nunca me pude tomar el Uber. Necesito el reintegro de mi plata ya, no en 24hs. https://t.co/rNL5JgrH03",2025-12-25 17:23:36+00:00,YamiBenitez10,29,https://x.com/YamiBenitez10/status/2004241632905081293,0,0,0,0,0,12.0,Twitter for Android
"⛽️ 50% reintegro YPF + Ripio 

👉🏼JUEVES
👉🏼pagas con Ripio 
👉🏼Le transferís pesos pero compras usdt 
👉🏼Ingresas los datos de la Visa Ripio en la app YPF y pagas desde la app 

👉🏼Tope según tu categoría en Ripio

Úsala con NFC o dentro de Mercadopago para pagar con QR

👉🏼Acordate que sirve para FULL ( el negocio de YPF) y para las pelotas

Dejo dos ejemplos de distintas categorías en Ripio",2025-12-25 18:23:10+00:00,vmenditto,293907,https://x.com/vmenditto/status/2004256620977483977,14,2,0,0,2,10742.0,Twitter for iPhone
@mercadopago Ladrones y estafadores,2025-12-25 21:52:24+00:00,diana_guns,23,https://x.com/diana_guns/status/2004309277612400728,0,0,0,0,0,3.0,Twitter for iPhone
"ÑEMBISY en la Reserva Natural de la Defensa Puerto Península, en Puerto Iguazú, Misiones.

Apoyá nuestro Programa de Monitoreo Poblacional de Yaguaretés, DONÁ POR ÚNICA VEZ con MercadoPago y apoyá nuestros esfuerzos por salvarlos:

DONÁ $30.000 por única vez
https://t.co/ePKZD4rFMI

DONÁ $50.000 por única vez
https://t.co/wHzxWSt0hl
 
DONÁ $75.000 por única vez
https://t.co/Bi21XHfCJr

DONÁ $100.000 por única vez
https://t.co/vMXBwuQuaH

O transferencia a https://t.co/4cg43p4QTJ",2025-12-25 21:36:03+00:00,RedYaguarete,8705,https://x.com/RedYaguarete/status/2004305162266202216,45,0,12,0,0,429.0,Twitter for Android
Inversiones para principiantes: guía completa en México - Mercado Pago https://t.co/2s0ubJhBMD,2025-12-25 18:30:29+00:00,ArturoSisoSosa,249,https://x.com/ArturoSisoSosa/status/2004258463082311991,0,0,0,0,0,25.0,IFTTT
"¡Esta Navidad, el mejor regalo es una segunda oportunidad! 🎄🐾
En estas Fiestas, queremos seguir transformando vidas, y tu apoyo es el motor que lo hace posible. 🧡

Convertite en el Papá Noel de nuestros camperitos por Mercado Pago: 🎅🏻

➡️ https://t.co/QcQMKLzxuv

¿Querés https://t.co/G8U0kentUe",2025-12-25 21:50:26+00:00,AliciaBezek,537,https://x.com/AliciaBezek/status/2004308782940410208,0,1,0,0,0,26.0,Twitter for Android
"¿Dios ""arriba"" y Dios ""cerca""? ¿Es una contradicción?

Ibn Taymiyyah lo resolvió con la clave ""Bilā Kayf"" (Sin Cómo).

Una frontera epistemológica en la teología islámica.

🔗 Lee el análisis: https://t.co/MPpIhG0NGi

Para apoyar el proyecto: https://t.co/b0fjToPwRt https://t.co/byYgSR6FAZ",2025-12-25 16:15:10+00:00,PibnTaymiyyah,15,https://x.com/PibnTaymiyyah/status/2004224408530080101,0,0,0,0,0,17.0,Twitter Web App
"🚀 MercadoPago + Better Auth
Publiqué un plugin que permite integrar pagos con MercadoPago en Better Auth.

📦 Repositorio:
https://t.co/jfSveGxXMi

Feedback y contribuciones son bienvenidos 🙌",2025-12-25 09:02:30+00:00,felipeb_dev,172,https://x.com/felipeb_dev/status/2004115525962813487,1,0,0,0,0,16.0,Twitter Web App
"@papaderabanito @salvinamusica @mercadopago @Uber_ARG Si, al principio me preocupé porque me debito los 3 viajes y empecé a buscar y en la aplicación donde dice actividad figuraba 00.00 incompleto. Y a las 6 horas me lo reintegro. https://t.co/NCFSiKLgvo",2025-12-25 00:57:51+00:00,soloquedaesto,314,https://x.com/soloquedaesto/status/2003993559901655425,0,1,0,0,0,39.0,Twitter for Android
"@papaderabanito @salvinamusica @mercadopago @Uber_ARG A mí también, me lo devolvieron después https://t.co/sMgzglAMpq",2025-12-25 01:01:45+00:00,soloquedaesto,314,https://x.com/soloquedaesto/status/2003994539791733233,1,1,0,0,0,31.0,Twitter for Android
Qué es GBM y cuándo conviene invertir con esta casa de bolsa - Mercado Pago https://t.co/cTTEwXMyIz,2025-12-25 18:30:29+00:00,ArturoSisoSosa,249,https://x.com/ArturoSisoSosa/status/2004258461702308101,0,0,0,0,0,25.0,IFTTT
@mercadopago porq el beneficio de transporte no lo veo en mi cuenta para activarlo?? Gracias,2025-12-25 18:58:16+00:00,sherly_207,5,https://x.com/sherly_207/status/2004265455104745920,0,0,0,0,0,3.0,Twitter for Android
"@mercadopago una decepción la aplicación de Mercado Pago en Android para México llevo más de 96 hrs sin poder ingresar, ingreso al chat por aqui y terminan comunicación",2025-12-25 18:46:04+00:00,hades_glez01,81,https://x.com/hades_glez01/status/2004262384257626582,0,1,0,0,0,28.0,Twitter for Android
