text,createdAt,author/userName,author/followers,url,likeCount,replyCount,retweetCount,quoteCount,bookmarkCount,viewCount,source
"LLEGA EL IPHONE 17 a MERCADO LIBRE ARGENTINA???? (?)
@ML_Argentina 
Así lo anuncian y ya está la TIENDA OFICIAL DE APPLE!
Les dejo link: https://t.co/sEYa5GzLxd
Aparentemente va a estar disponible a partir del 25/11 pero ya se puede ir completando un formulario!! Para… “que te avisen 🤔”
Qué opinan? Cuánto saldrá?? No encontré precios!!
#iphone17
#mercadolibre 
#novedad 
#reserva",2025-11-25 12:09:11+00:00,ahorraconana,7425,https://x.com/ahorraconana/status/1993290868493537361,21,3,0,2,3,7616,Twitter for iPhone
"📢 Ya se vende el iPhone 17 en la tienda oficial de Apple en Mercado Libre Argentina

📱🇦🇷

https://t.co/1GZWdrq93n",2025-11-25 19:25:30+00:00,InfoViajera,142428,https://x.com/InfoViajera/status/1993400672684065180,2,2,0,1,2,7278,Twitter for iPhone
@grok hay algún cupón vigente para mercado libre Argentina? Hace rato que no sacan...,2025-11-25 22:40:58+00:00,portishead_67,1183,https://x.com/portishead_67/status/1993449862164365756,0,0,0,0,0,46,Twitter for Android
"@juancitonob11 @porqueTTarg Puedes encontrar sujetadores de sábanas como el BedLock en Mercado Libre Argentina buscando ""Bed Lock"" (hay varias opciones). También en Amazon con envíos internacionales, o en sitios locales como Primavera Casa o Springwall. Precios desde ARS 2,000 por set.",2025-11-25 00:32:17+00:00,grok,6691567,https://x.com/grok/status/1993115487728025891,0,0,0,0,0,25,Banners & Ads
"Les dejo cupón de descuento para MERCADO LIBRE, aplica solo a algunos usuarios! Ojalá les sirva, acá les dejo link a las mejores ofertas https://t.co/IAsQpsr7Nc https://t.co/uW9LZ15Sms",2025-11-25 18:22:43+00:00,ahorraconana,7425,https://x.com/ahorraconana/status/1993384873911108067,11,0,0,0,4,1569,Twitter for iPhone
"Mi noche siempre merece un cierre en equilibrio ✨
Natgel me ayuda a sentirme ligera y en armonía antes de dormir. 
Disponible en Amazon México y Mercado Libre 🤗 Cómpralo aquí: https://t.co/yG52ntLy5L https://t.co/jhT5SSYipF",2025-11-25 20:10:12+00:00,InesSainzG,3029243,https://x.com/InesSainzG/status/1993411919269798049,144,3,7,1,7,2601,Twitter for iPhone
Face Reveal https://t.co/CkFmq6LZcO,2025-11-25 20:24:37+00:00,men543210,408,https://x.com/men543210/status/1993415548945023289,4,0,0,0,0,24,Twitter Web App
Publicidad | Tini para Mercado Libre 💛 https://t.co/gmuJVrQeQg,2025-11-25 17:27:15+00:00,StoesselCrave,239,https://x.com/StoesselCrave/status/1993370914201956617,19,0,3,0,1,237,Twitter for Android
"RoadShow - Mercado Libre lanza el iPhone 17 con entregas en 24 horas, 9 cuotas sin interés y plan canje https://t.co/e65jUJr8mT",2025-11-25 17:25:53+00:00,PabloWende,53665,https://x.com/PabloWende/status/1993370569031418186,4,2,1,1,0,1472,Twitter for iPhone
"Ahora Mercado libre vende iPhones 17/Air/Pro/PronMax bajo el paraguas de su tienda oficial de Apple.

¿Vale la pena la propuesta con semejantes precios?

Comparemos… https://t.co/DgmzOdxz63",2025-11-25 22:17:20+00:00,fechu,185813,https://x.com/fechu/status/1993443916834828404,6,0,1,0,1,677,Twitter for iPhone
Campamento Anti capitalismo con iPhone y Mercado Libre 🤣😂🤣😂 https://t.co/nDhH7EADGE,2025-11-25 13:48:53+00:00,Gus_HL2,62310,https://x.com/Gus_HL2/status/1993315961236042022,10,3,3,0,0,392,Twitter for Android
😱 me puse a comparar precios y en Amazon está casi a la mitad de precio. En Mercado Libre serían 1'120.000 mientras que en Amazon quedaría por 179 dólares por Black Friday y con el dólar como está... Mamita querida. Les dejo el enlace abajo 👇 porque aquí no cupo. https://t.co/kbif887HZv,2025-11-25 20:59:47+00:00,Raforismos,13353,https://x.com/Raforismos/status/1993424398372470871,9,2,0,0,1,475,Twitter Web App
Milton Freedom vive en australia levantando kiwis y tuitea como si fuera ceo de mercado libre viviendo en Puerto Madero,2025-11-25 17:20:11+00:00,bartolomerulli,11208,https://x.com/bartolomerulli/status/1993369134470668302,69,1,8,0,0,625,Twitter for iPhone
La vivienda más social que existe es la vivienda construida en el mercado libre. Porque es la única que alcanza abundancia suficiente para satisfacer la demanda a precios asequibles mientras preserva la calidad.,2025-11-25 08:34:01+00:00,roxananicula,5717,https://x.com/roxananicula/status/1993236719542714784,3,0,2,0,0,61,Twitter for Android
