text,createdAt,author/userName,author/followers,url,likeCount,replyCount,retweetCount,quoteCount,bookmarkCount,viewCount,source
"@mercadopago conto com vc pra colocar a @juliette na casa
#BBB26 https://t.co/MAJ2vIaqAr",2026-01-27 17:04:21+00:00,FagundesEllen,567,https://x.com/FagundesEllen/status/2016195585187921974,5,0,0,0,0,312,Twitter for iPhone
"Took a break from crypto/work and made my way down to Argentina. 

@mercadopago is everywhere and it reminded me of the reach @RibbitCapital has globally. 

2026 is going to be a big year. $TIBBIR https://t.co/yZDpb9cpdk",2026-01-27 16:46:49+00:00,__Perk_,332,https://x.com/__Perk_/status/2016191171941294126,19,2,1,0,1,349,Twitter for iPhone
"@tracklist Só falta o @mercadopago fazer algo muito divertido e levar a maior diva do BBB @juliette 
Se puderem servir bolo de chocolate com cobertura extra, melhor ainda! https://t.co/VLmWhuHxi2",2026-01-27 18:59:41+00:00,loquinhaverso,2685,https://x.com/loquinhaverso/status/2016224610434396415,207,0,6,1,3,6216,Twitter for iPhone
"En un contexto de guerras, ajuste y manipulación informativa, informarse no es neutral.
Caras y Caretas ofrece análisis político, opinión con contexto y periodismo independiente.

🔴 Sostené una voz crítica. Suscribite👉https://t.co/mZUz93ETi6 https://t.co/093HfL3UXB",2026-01-27 12:18:56+00:00,CarasyCaretasuy,53402,https://x.com/CarasyCaretasuy/status/2016123759447474585,5,0,1,0,0,1015,Twitter Web App
"En ESPN desde la mañana tirabas un bisturí y no toca el piso.
En cualquier momento filtran una captura de que le debe el préstamo a MercadoPago y por eso se va a Boca. 
https://t.co/YQ7jrRRmnf",2026-01-27 00:34:39+00:00,BocaTeVe,20762,https://x.com/BocaTeVe/status/2015946520336502971,421,3,26,3,43,74247,Twitter Web App
"Free cash flow is the only sane way to value $MELI. Net income gets crushed by accounting noise — depreciation, provisions, conservative credit models — while the real engine is MercadoPago’s float spitting off cash like a broken ATM.

Net income tells you what the accountants think.
FCF tells you what the business actually earns.

That’s why the gap is huge. And why FCF is the metric that matters.",2026-01-27 03:00:46+00:00,CarilonCapital,186,https://x.com/CarilonCapital/status/2015983292160279014,2,1,0,0,0,166,Twitter for iPhone
@anapaularenault Esperando o @mercadopago fazer uma ação interessantíssima com a @juliette 🌵,2026-01-27 17:39:14+00:00,loquinhaverso,2685,https://x.com/loquinhaverso/status/2016204365648806292,15,1,1,0,1,517,Twitter for iPhone
"Lo estoy haciendo mediante la API de MercadoPago, cuando le das a realizar pedido te abre la app o si estás en web, en enlace para pagar, terminas de pagar y te lleva de nuevo a la web

Con Resend hago que me lleguen todos los datos que completo el usuario, la idea al principio es contactarlos por whatsapp apenas reciba el pedido, para poder estar en contacto y que estén tranquis, también para organizar la entrega  

O si ellos me quieren contactar también agregue el ig, tiktok y whatsapp en la web, para que me puedan escribir",2026-01-27 15:55:16+00:00,frangss_,2238,https://x.com/frangss_/status/2016178199592415372,6,1,0,0,2,1300,Twitter for iPhone
@RosarioCentral belloso se acordó de la contraseña del mercadopago,2026-01-27 21:06:46+00:00,briancarc_,1291,https://x.com/briancarc_/status/2016256593629683816,48,0,0,0,0,1452,Twitter for iPhone
"Gracias por apoyarme para seguir haciendo periodismo independiente
MercadoPago nachomdeo@gmail.com
Bco Cdad de Bs As/C de Ahorro $
CBU 0290012410000004104989
Alias nachomontesdeoca  
https://t.co/dCpRcNTJ84
https://t.co/wXdn7iRE9W
https://t.co/hOKQML2Axk",2026-01-27 19:25:45+00:00,nachomdeo,278734,https://x.com/nachomdeo/status/2016231171298906174,60,2,14,0,1,5719,Twitter Web App
cuando unas skills de mercadopago?,2026-01-27 01:50:48+00:00,ainponce,1039,https://x.com/ainponce/status/2015965682924478609,2,1,0,0,0,256,Twitter for iPhone
"🌟 Attention Argentinian Traders! 🌟

The NeomAAA community is growing, and we’re excited to announce that we now offer over 10 payment options specifically tailored for you! From MercadoPago to Cuenta DNI and Naranja X, managing your trades has never been easier. 💪✨

Whether you're a seasoned trader or just getting started, our secure and efficient payment methods will streamline your experience. 

Don’t miss out on this opportunity! 

Join us today and take your trading to the next level! 🚀💡",2026-01-27 11:16:10+00:00,neomaaafunds,7231,https://x.com/neomaaafunds/status/2016107964453568660,5,0,2,0,0,119,Sprout Social
"Desde hace 30 años ANRed construye y aporta a la comunicación alternativa, comunitaria y popular. Hoy más que nunca necesitamos tu aporte .Apoyá a ANRed 
Suscripciones mensuales: 
https://t.co/shBMSToZQb…
Alias para otros aportes: anredaccion
#anred30años https://t.co/SvdjTbYj0T",2026-01-27 02:46:27+00:00,Red__Accion,29783,https://x.com/Red__Accion/status/2015979687881667037,14,0,7,0,0,1055,Twitter for Android
"@caia2k @frenchpao @mercadopago una cosa que este que te ajusten ya dentro del sistema, que fue lo que paso

otra es que te pidan documentacion cuando vos queres ingresar y me decis que vos no proveíste en este caso",2026-01-27 03:55:22+00:00,PonzistaAnti,19688,https://x.com/PonzistaAnti/status/2015997032452800609,1,1,0,0,0,665,Twitter Web App
"@setherio Y si, la idea es salir a producción ya hoy mismo si todo sale bien jajajaja

Ya casi está todo, estoy teniendo problemas con mercadopago nomas que cuando le das pagar me tira error, pero ahí lo estoy solucionando",2026-01-27 15:56:08+00:00,frangss_,2238,https://x.com/frangss_/status/2016178418698654079,2,0,0,0,0,276,Twitter for iPhone
@juansilvaptga @michaelgraayyy Pero Getnet te cobra sobre el total financiado en su comisión por transacción si un cliente elige por su cuenta pagar en cuotas con mayor interés a un plazo más largo ejemplo 18 cuotas Getnet te cobra más a vos. Cosa que NAVE o Mercadopago no hacen por ejemplo.,2026-01-27 01:29:31+00:00,DMambo1987,96,https://x.com/DMambo1987/status/2015960327930692064,2,0,0,0,0,272,Twitter Web App
"@lozards @mercadopago @goncy muchisimas gracias crack! 🩷

hice los pasos de la cuenta del test como dice el repo y funcionaba, asi que era problema de mp, ya me contacte con ellos y supuestamente se tiene que resolver el error dentro de poco",2026-01-27 17:25:19+00:00,frangss_,2238,https://x.com/frangss_/status/2016200864537444437,2,0,0,0,0,32,Twitter Web App
"@LucianeMlu @tvglobo @ajinomoto,  @AmstelBrasil, @Betano_BR, @ElectroluxBr, @iFood, @McDonalds_BR,@mercadopago, @mrvoficial, @NestleChocoBR, @NIVEABRASIL, @Cimedremedios, @TIMBrasil.",2026-01-27 21:02:12+00:00,mnxbot44,7242,https://x.com/mnxbot44/status/2016255441290863086,2,0,0,0,0,59,Twitter for Android
"@BocaJrsOficial se acordaron de la contraseña del mercado pago,no lo puedo creer https://t.co/i4AbW5PHWS",2026-01-27 21:29:28+00:00,santyyyy74,7,https://x.com/santyyyy74/status/2016262303503544380,18,0,0,0,0,1471,Twitter Web App
"🚨 ATENÇÃO! PRESTE BEM ATENÇÃO! 🚨

Você que ainda não tem o nosso cartão de crédito, espere! 🖐️
Comente aqui usando a #MercadoPagoNoBBB26 e até a nossa ação no programa de hoje, o adm aqui vai soltar uma informação privilegiada.

Fiquem de olho! 👀

#BBB26",2026-01-27 21:44:48+00:00,MercadoPagoBR,65045,https://x.com/MercadoPagoBR/status/2016266164456800578,11,11,0,0,0,628,Twitter Web App
