text,createdAt,author/userName,author/followers,url,likeCount,replyCount,retweetCount,quoteCount,bookmarkCount,viewCount,source
Hace una hora que me autotransferi plata a Mercado Pago y aún no se me acreditó. No niego ni afirmo que estoy entrando cada 5 segundo a ver si el dinero está. https://t.co/PGfA516Pp2,2025-10-28 17:32:20+00:00,yamigiardini,111,https://x.com/yamigiardini/status/1983225333496111552,6,4,0,0,0,207.0,Twitter for iPhone
muito perigoso ver o dinheiro rendendo diariamente no mercado pago porque todo dia penso em comprar um docinho no mesmo valor do rendimento e vai ser de graça https://t.co/vgGPK4tbri,2025-10-28 22:40:10+00:00,bluegrxy,325,https://x.com/bluegrxy/status/1983302803075297621,1,0,0,0,0,40.0,Twitter for iPhone
alguno sabe si sigue funcionando el cheat engine en mercado pago???,2025-10-28 18:55:11+00:00,tomennos,246,https://x.com/tomennos/status/1983246183268004150,0,0,0,0,0,24.0,Twitter for Android
"Pra quem tá querendo Iphone 17 

📦iPhone 17 Pro 256GB - Prateado 

De: R$11.499
   Por: R$10.322,10 no Pix
Ou em 24x no cartão mercado Pago
🏷️ Usando o cupom: VALEPROMO
Compre aqui 👉🏾https://t.co/YPzVbQtZpI

-Oferta Mercado Livre por tempo Limitado! https://t.co/StJtnaPty9",2025-10-28 17:49:47+00:00,promosdapaah,1432,https://x.com/promosdapaah/status/1983229724382973989,5,5,6,0,0,180.0,Twitter Web App
Jajajabskdk transferí para pagar en un kiosco y tiene esta foto en el Mercado Pago somos el país más gede del universo https://t.co/okv2WfFAnE,2025-10-28 22:20:36+00:00,_ShangTsung_,1904,https://x.com/_ShangTsung_/status/1983297875267461499,3,1,0,0,0,72.0,Twitter for Android
Me destruye la pregunta sobre dónde está la plata del FMI como si fuese para pasarnos un poquito a cada argentino en mercado pago,2025-10-28 20:39:15+00:00,MechaBur,730,https://x.com/MechaBur/status/1983272371575570689,0,0,0,0,0,54.0,Twitter for iPhone
me acaban de manguear guita por MERCADO PAGO https://t.co/BlPjEYLC8I,2025-10-28 18:14:24+00:00,_Aergio,228,https://x.com/_Aergio/status/1983235921085436380,3,3,0,0,0,127.0,Twitter Web App
"@dodoria1999 @porqueTTarg Desde que existe mercado pago nadie usa uala, normal que se fundan",2025-10-28 19:27:31+00:00,Alexis251575808,33,https://x.com/Alexis251575808/status/1983254317982269452,4,0,0,0,0,279.0,Twitter for Android
"🚨 Ao que tudo indica, Anitta está gravando uma publicidade para o Mercado Pago &amp; Beats para divulgar os “Ensaios da Anitta”. https://t.co/Q2hakMGsT1",2025-10-28 21:41:44+00:00,AnittaAnalytics,6954,https://x.com/AnittaAnalytics/status/1983288096130249132,301,10,11,7,13,5838.0,Twitter for iPhone
Aprovechen a pedir la tarjeta de crédito de Mercado Pago para pagar en tiendas de videojuegos asi no les bloquean los pagos a cada rato por andar pagando con prepagas 🤝 https://t.co/SafGX7VwaW,2025-10-28 19:39:35+00:00,impuestito_org,61183,https://x.com/impuestito_org/status/1983257357108031998,740,50,6,0,122,44721.0,Twitter for Android
