text,createdAt,author/userName,author/followers,url,likeCount,replyCount,retweetCount,quoteCount,bookmarkCount,viewCount,source
"Le quede debiendo 30mil al de la estación de servicio xq no le andaba mercado pago,le dije voy a casa a buscar efectivo y vuelvo. Ni tengo efectivo, ni tengo casa...jajajaja",2026-01-16 18:53:01+00:00,elmister7ok,364,https://x.com/elmister7ok/status/2012236664907653625,57,8,4,0,2,8178.0,Twitter Web App
"se cayó mercado pago? ni me enteré. de hecho, ni me importa. avisenme cuando se caiga ""don quijote de la mancha"" de miguel de cervantes de mi estantería, entonces ahí si que me preocuparé💔 https://t.co/EujmHSHaMx",2026-01-16 18:20:52+00:00,cirodelverde,381,https://x.com/cirodelverde/status/2012228576779567511,69,3,13,1,1,13449.0,Twitter for Android
Me transferí plata a Mercado Pago y no llega. Al menos podrían reportar a los usuarios que tienen un problema no?😡,2026-01-16 17:19:41+00:00,julidemon,81,https://x.com/julidemon/status/2012213177824457156,184,42,14,3,6,24428.0,Twitter Web App
"Nossa, mas que coisa insuportável essas propagandas da Tim e mercado pago aparecendo toda hora que eu mudo de câmera no @globoplay . Desse jeito eu vou pegar raiva dessas marcas #BBB26 https://t.co/zA6rRvx5fE",2026-01-16 03:34:38+00:00,sweet_jtwya,55,https://x.com/sweet_jtwya/status/2012005548917678369,3,1,0,0,0,569.0,Twitter for Android
Mercado pago en este momento https://t.co/TrwqsZVyMv,2026-01-16 18:36:09+00:00,Bautii072003,114,https://x.com/Bautii072003/status/2012232421756878876,62,1,8,0,19,10061.0,Twitter for Android
ey mercado pago donde esta mi plata? / el del soporte de mercado pago https://t.co/ccrrl6B24O,2026-01-16 18:28:57+00:00,memesargentina,12509,https://x.com/memesargentina/status/2012230608974496215,128,1,10,2,0,16055.0,Twitter Web App
Amigas podré comprar las entradas con la tarjeta de mercado pago? https://t.co/goERTIRRHN,2026-01-16 00:31:01+00:00,MONlKOO,13919,https://x.com/MONlKOO/status/2011959340006002925,12,2,1,0,5,6188.0,Twitter for Android
Cuando vuelve Mercado pago? Para saber si espero en la heladería,2026-01-16 18:44:41+00:00,martinalopezl,874,https://x.com/martinalopezl/status/2012234569538281549,5,1,0,0,0,2632.0,Twitter Web App
Se cayó mercado pago?,2026-01-16 17:05:04+00:00,MilaaWrestling,25,https://x.com/MilaaWrestling/status/2012209500258803865,40,22,2,0,0,12079.0,Twitter for Android
mi mercado pago con todos los planes y recitales q tengo pensado ir este año  https://t.co/QRRQKkN3aP,2026-01-16 19:07:27+00:00,fridiwos,502,https://x.com/fridiwos/status/2012240299452485716,2,0,0,0,0,967.0,Twitter for Android
Me hice una transferencia a mi Mercado Pago y nunca me llegó 🫩,2026-01-16 17:09:10+00:00,sritaevelina,5063,https://x.com/sritaevelina/status/2012210530958676153,14,0,1,0,0,3574.0,Twitter for iPhone
"Están llevándose el oro a otro país  
Nos hacen creer que no hay inflación mientras sube todo menos los sueldos 
Cada vez más gente viviendo en la calle 
Cada vez más despidos 
Pero crecen las acciones de Mercado Pago 
Y los trabajadores se endeudan para comprar con la de crédito https://t.co/Opzkzg6RrK",2026-01-16 19:19:29+00:00,AndiMonarca2,487,https://x.com/AndiMonarca2/status/2012243326867505263,8,0,4,0,2,3046.0,Twitter for iPhone
"350 mil transferi a una cuenta de mercado pago y no llegaba, el albañil me miraba con cara de que lo quería cagar, el cagado era yo 😥",2026-01-16 19:15:45+00:00,MarcoAmar12,125,https://x.com/MarcoAmar12/status/2012242388987543571,20,1,0,0,2,4194.0,Twitter for iPhone
"@dinlenrau eles estão iguais aos meus cofrinhos: na luz, no escuro, de dia ou de noite… seguem rendendo #MercadoPagoNoBBB26 #BBB26",2026-01-16 01:20:11+00:00,MercadoPagoBR,64866,https://x.com/MercadoPagoBR/status/2011971712271646853,24,3,0,0,0,30591.0,Twitter Web App
acabo de perder 55 mil pesos por culpa de mercado pago,2026-01-16 18:16:06+00:00,whoatte,1000,https://x.com/whoatte/status/2012227377456087371,12,2,1,0,0,3521.0,Twitter for Android
"A gente já tem noção do que os Anitters são capazes, mas será que vocês conseguem colocar #MercadoPagoEAnittaNoBBB26 nos TTs antes mesmo da festa começar? #BBB26 #MercadoPagoNoBBB26",2026-01-16 21:05:17+00:00,MercadoPagoBR,64866,https://x.com/MercadoPagoBR/status/2012269952594522340,80,27,22,3,1,7269.0,Twitter Web App
"@mercadopago LCDTH, hace 20’ estoy en la fila del supermercado porque no me acreditas la plata. LA PUTA MADRE Q TE PARIÓ",2026-01-16 18:41:20+00:00,Ronieto_11,511,https://x.com/Ronieto_11/status/2012233725476569417,5,0,0,0,1,380.0,Twitter for iPhone
q paso q no llegan la transferencia de @mercadopago,2026-01-16 17:29:58+00:00,Kari_abasto,149,https://x.com/Kari_abasto/status/2012215764493713620,7,1,2,0,0,550.0,Twitter for Android
Hace mas de una hora que @mercadopago tiene retenida ilegalmente la plata de sus usuarios. @marcos_galperin del orto.,2026-01-16 18:10:24+00:00,ruben_is_dead,653,https://x.com/ruben_is_dead/status/2012225940848361797,10,1,3,0,1,1228.0,Twitter for iPhone
mercadopago ahora con la plata que transferi https://t.co/UqfhjCeXON,2026-01-16 18:13:34+00:00,memesargentina,12509,https://x.com/memesargentina/status/2012226740270022976,43,0,2,0,0,2076.0,Twitter Web App
