text,createdAt,author/userName,author/followers,url,likeCount,replyCount,retweetCount,quoteCount,bookmarkCount,viewCount,source
"ML no mueve un dedo por ir a Argentina y salvar a sus hijos del abandono de la madre pero sí por participar en un programa cuya conductora es la mujer que lo denunció por violentarla,abusar de sus propios hijos y alejarlos de él durante una década.Cuando la dignidad huye del chat https://t.co/XLdN8x2p50",2025-09-05 20:31:22+00:00,uncanny08,272,https://x.com/uncanny08/status/1964063831191077155,113,3,15,1,1,720.0,Twitter for iPhone
. @ML_Argentina tanto les cuesta avisar que no van a despachar hoy? desde las 9 de la mañana esta en preparación https://t.co/sSJtDbohFY,2025-09-05 22:42:36+00:00,decimejona,222,https://x.com/decimejona/status/1964096855026933909,0,0,0,0,0,8.0,Twitter for iPhone
"Si alguno tiene dudas sobre como funciona el delivery de @ML_Argentina se los digo es una reverenda mierda van pruebas, mas de 40 minutos de retraso y no te podes comunicar con nadie ni con el local ni con el ryder ni con mercado. En definitiva te fumas el boludeo de la vida. https://t.co/5IBwkLTdgY",2025-09-05 01:21:37+00:00,paredelsur,1455,https://x.com/paredelsur/status/1963774488593743921,0,0,0,0,0,37.0,Twitter for Android
"Si quieren dar de baja la cuenta de @ML_Argentina asegúrense primero que REALMENTE dieron de baja alguna suscripción si la tuvieran, porque estos hijos de puta te dan de baja la cuenta pero la suscripción no y te la siguen cobrando for ever.",2025-09-05 17:25:42+00:00,Floriporri,327,https://x.com/Floriporri/status/1964017105721774337,0,0,0,0,0,11.0,Twitter Web App
seguimos sin respuestas @mercadopago @ML_Argentina https://t.co/gUyrv2iZaL,2025-09-05 14:10:22+00:00,JulaMrtrt,588,https://x.com/JulaMrtrt/status/1963967950022738138,0,0,0,0,0,21.0,Twitter Web App
Una noche especial para Leo Messi con @Argentina. 🇦🇷🫶 https://t.co/tygbHvQ186,2025-09-05 00:08:42+00:00,MLSes,152032,https://x.com/MLSes/status/1963756134965162182,292,3,22,0,1,3158.0,Twitter for iPhone
"Cuando reciclar publicidades, male sal. @ML_Argentina https://t.co/2ho6wP7Fug",2025-09-05 15:21:08+00:00,amayoral83,388,https://x.com/amayoral83/status/1963985756583571701,0,0,0,0,0,5.0,Twitter for iPhone
@Cadena3_Rosario Y por q no prohibimos los criaderos y venta de estos y todos los perros?  @marcos_galperin sigue vendiendo perros asesinos en @ML_Argentina,2025-09-05 13:37:46+00:00,Jota_De_,520,https://x.com/Jota_De_/status/1963959747205316791,1,0,0,0,0,26.0,Twitter for iPhone
@ML_Argentina hace un mes me tienen retenida una venta de $1.400.000 sin dar NI UNA SOLA explicacion. La venta fue enviada automáticamente al otro día y recibida conformemente por el comprador. Van a darme una respuesta o ya me robaron el dinero ? Número de operación 121875867820,2025-09-05 22:07:29+00:00,fran99_alvarez,543,https://x.com/fran99_alvarez/status/1964088019822031337,0,0,0,0,0,3.0,Twitter for iPhone
"@ML_Argentina Mucha plataforma, pero un envío tarda lo mismo que comprando en el exterior.",2025-09-05 12:09:52+00:00,Rosa070082622,7,https://x.com/Rosa070082622/status/1963937623677841707,0,0,0,0,0,3.0,Twitter Web App
@andrizek Pq vc é um pnc que torce pra Argentina,2025-09-05 01:00:04+00:00,MLSelva,225,https://x.com/MLSelva/status/1963769063555182694,0,0,0,0,0,22.0,Twitter for iPhone
@ML_Argentina un producto de alimento para perros aumento desde el 4 de junio a la fecha casi el 39%&gt; Le pregunté al vendedor x que casi el 39% en 3 meses donde la infla fue del 7%&gt; Me responde que le pregunté a M.L. La plataforma  se estaría abusando. Espero alguien de la cara,2025-09-05 19:25:57+00:00,Jose906929,70,https://x.com/Jose906929/status/1964047368388841565,0,0,0,0,0,3.0,Twitter for Android
¿Cómo vas a invertir en @ML_Argentina si auspician el derrocamiento de tu gobierno? ¿Eres idiota o qué? Saludos a @marcos_galperin.,2025-09-05 21:38:05+00:00,sinnomb53945848,21,https://x.com/sinnomb53945848/status/1964080620683792825,0,0,0,0,0,6.0,Twitter Web App
"@FedeDardenne @inakiigutierrez Yo iba a votar a union liberal, pero el otro dia compre una silla por @ML_Argentina y me llego armada así que no me voy a tener que poner el mameluco durante el finde
Gracias milei
Gracias balancín",2025-09-05 00:03:40+00:00,traderPeras,19,https://x.com/traderPeras/status/1963754869451338137,2,0,0,0,0,40.0,Twitter for iPhone
"🍷 The World’s Largest Wine Producers

1.🇮🇹 Italy – 4,100 ML
2.🇫🇷 France – 3,691 ML
3.🇪🇸 Spain – 3,360 ML
4.🇺🇸 United States – 2,356 ML
5.🇦🇷 Argentina – 1,087 ML
6.🇦🇺 Australia – 1,015 ML
7.🇨🇱 Chile – 934 ML
8.🇿🇦 South Africa – 884 ML
9.🇩🇪 Germany – 810 ML
10.🇵🇹 Portugal – 695 ML
11.🇷🇺 Russia – 473.5 ML
12.🇷🇴 Romania – 368.3 ML
13.🇭🇺 Hungary – 295.9 ML
14.🇳🇿 New Zealand – 284.4 ML
15.🇧🇷 Brazil – 269.0 ML
16.🇬🇪 Georgia – 236.2 ML
17.🇦🇹 Austria – 215.5 ML
18.🇨🇳 China – 212.2 ML
19.🇲🇩 Moldova – 148.7 ML
20.🇬🇷 Greece – 137.9 ML

Source: OIV 2024",2025-09-05 05:37:43+00:00,CataPaul2,7133,https://x.com/CataPaul2/status/1963838936377143424,28,0,6,0,6,898.0,Twitter for iPhone
"@anime_argentina No es serio que en ML la story guide de nier te la quieran cobrar 70 putas lucas, pero un loco que importa de Japón en marketplace te lo vende a 35k. Se tienen que fundir una banda en este país. 
Ya sé que no es manga, pero igual, que se fundan todos",2025-09-05 02:24:47+00:00,Zeroshiki23,418,https://x.com/Zeroshiki23/status/1963790383290179675,19,1,0,0,0,1278.0,Twitter for Android
"@hooliganbashing @lauticensi @FinanzasArgy Y pero ml y deremate salieron a cubrir el segmento de ecommerce en arg, ambos copiandose de Ebay que no operaba en argentina, no es ningún invento.",2025-09-05 00:59:51+00:00,Rodry_dev,2,https://x.com/Rodry_dev/status/1963769008257438054,1,0,0,0,0,159.0,Twitter for Android
"Día perfecto en mis grupos PREMIUM, VIP y ANUAL. 💯

✅ Jalen Hurts 40+ yardas por carrera.
✅ Argentina ML y más de 2.5 goles; Uruguay ML y más de 2.5 goles; y Brasil ML y más de 2.5 goles.
✅ Eagles -2.5 y más de 39.5 puntos

Accede a mi análisis deportivo 👇
📲 https://t.co/M6IJQqHEuj",2025-09-05 04:37:31+00:00,ImGuzser,105,https://x.com/ImGuzser/status/1963823786744021048,0,0,0,0,0,70.0,Twitter for iPhone
a seleção argentina e os argentinos vivem pelo messi e eu acho isso mto lindo  o cusil ta precisando de um idolo assim https://t.co/4jz3an8j4U,2025-09-05 01:23:20+00:00,HAMlL7ON,15381,https://x.com/HAMlL7ON/status/1963774920388980841,6,1,2,0,0,557.0,Twitter for Android
"“Seguimos invirtiendo y estamos creciendo con pequeños centros de distribución en el interior.”
Martin de los Santos – CFO – Mercado Libre
📌 46° Convención Anual del IAEF
Compitiendo en un mundo en transición. Oportunidades y desafíos.
🔗 ¡Seguilo en Vivo! https://t.co/u09uJgdqNn

#ConvencionIAEF #IAEF #ConvencionIAEF #Bariloche2025 #Liderazgo #Innovación #Desarrollo #Integración #ArgentinaEnCrecimiento #Geopolítica #EconomíaArgentina #Tecnología #Networking #FuturoArgentina #IndustriaYCampo #SeguridadSocial #CrecimientoProductivo #OportunidadesDeDesarrollo #TransformaciónDigital #EventoDeLiderazgo",2025-09-05 22:53:37+00:00,IAEF_oficial,4554,https://x.com/IAEF_oficial/status/1964099628741038193,0,0,0,0,0,56.0,Metricool
"🔥 Mercado Libre: Pantalla 55'' Samsung Qled 4k Q7f5 Vision Ai (2025)

👉🏽 Ver: https://t.co/PoKG1K96dY 🔎 OFEMEX-SBHK

🥇 $8,320.38 ⚡️Bonif. Banorte
🥈 $8,558.10 ⚡️Tarj. Partc.¹
🥉 $9,009.00 ⚡️ Tarj. Partc.²
🏅 $9,369.00 ⚡️Cupón: VIERNESPRE99

✅ Precio Actual: $9,509.00 ❌ Precio de lista: $17,141.00
💳 Hasta 18 meses sin intereses de $528.28

⚠️ Cupones bancarios con hasta $1,000 y $500 Extra
🟢 Mín: $4,500 🎟️ HSBC2599
🟢 Mín: $3,500 🎟️ BNMX2599
🟢 Mín: $3,000 🎟️ SANT2599
🟢 Mín: $2,500 🎟️ FB2599 🎟️ AFIRME2599 ($1,000)

⭐ ¿Quieres bajarle más el precio? 
➕ Puedes combinarlo con los bancarios
🔥 Mín: $1,000 🎟️ LLEGOSEP ($100)

💰 12.5% Bonificaciones BANORTE (Bonificación Max. $3,000)
🟢 Mín: $3,000 — Requiere activar promo en banorte

🤩 Bonificación, cupón, con o sin, como sea… ¡no te quedes con las ganas!

#cupones #mercadolibre #ofertasdemexico",2025-09-05 23:08:26+00:00,OfertasMexico2,604,https://x.com/OfertasMexico2/status/1964103357909422193,0,0,0,0,0,,Twitter Web App
2 metros temu vs 1 metro mercado libre compra internacional. Si me llega mal va a ser una paja https://t.co/2WAe6NooRl,2025-09-05 21:52:15+00:00,mila_scu,777,https://x.com/mila_scu/status/1964084185443815622,0,1,0,0,0,31.0,Twitter for Android
"Cupón para usar en mercado libre 
#mercadolibre #mercadolibreargentina #argentina https://t.co/B61qlY86J6",2025-09-05 02:30:50+00:00,tbdescuentos,1766,https://x.com/tbdescuentos/status/1963791904040259587,4,0,0,0,0,1290.0,Twitter for iPhone
