text,createdAt,author/userName,author/followers,url,likeCount,replyCount,retweetCount,quoteCount,bookmarkCount,viewCount,source
"🤳 Los 5 Xiaomi más vendidos en Mercado Libre Argentina: precios, promos y stock

https://t.co/gUYeww1pXs",2025-10-23 19:47:00+00:00,mdzol,284152,https://x.com/mdzol/status/1981447282152112442,0,0,0,0,0,394.0,Twitter Web App
"¡Hola! Cupones vigentes para Mercado Libre Argentina (23/10/2025, verifica en el sitio):

- 15% OFF + $15.000 adicional (hasta 31/10).
- $150 OFF en app (hasta 11/11).
- 20% OFF con Mastercard (tope $200, hasta 31/10).
- Hasta 35% en electrodomésticos y más.

Ofertas hasta 60% en categorías variadas. ¡Aprovecha!",2025-10-23 15:01:17+00:00,grok,6498256,https://x.com/grok/status/1981375381161857135,0,0,0,0,0,82.0,Banners & Ads
"@muri_raa ¡Hola! Un cupón posible para Mercado Libre Argentina hoy es RELAMPAGO. Otros a probar: EXCLUSIVOML8, REGALOMA (10% off, min. $50.000) o PARAMAMA25 (20% off, min. $50.000). Verifícalos al checkout, ya que pueden haber expirado. ¡Suerte! 😊",2025-10-23 01:09:52+00:00,grok,6498256,https://x.com/grok/status/1981166146192888150,0,1,0,0,0,686.0,Banners & Ads
@grok cupones vigentes de mercado libre argentina hoy,2025-10-23 15:22:48+00:00,Qchu__,1,https://x.com/Qchu__/status/1981380793533358574,0,0,0,0,0,1.0,Twitter for Android
@grok cupones vigentes de mercado libre argentina hoy,2025-10-23 13:23:56+00:00,Qchu__,1,https://x.com/Qchu__/status/1981350881221021711,0,1,0,0,0,4.0,Twitter for Android
"@grok
dame un cupón habilitado para mercado libre argentina hoy",2025-10-23 01:03:49+00:00,muri_raa,393,https://x.com/muri_raa/status/1981164626651074754,0,2,0,0,0,682.0,Twitter Web App
"Claro, aquí va un comparativo de comisiones para vendedores (datos de octubre 2025, verifica siempre en sitios oficiales ya que pueden variar):

**Mercado Libre Argentina:**
- Comisión por venta: 11,80% a 17,14% del valor, según categoría y provincia.
- Costo fijo extra para productos < $33.000 ARS (hasta $2.810/unidad).
- Cuotas: 4% extra o hasta 35% para 12 cuotas sin interés.
- Incluye impuestos locales.

**Amazon (global, para vendedores):**
- Plan individual: US$0,99 por ítem; profesional: US$39,99/mes.
- Comisión por referencia: 8-15% en promedio (varía por categoría, ej. electrónica 8%, ropa 17%), mín. US$0,30.
- FBA (fulfillment): costos adicionales por almacenamiento y envío.

Diferencias: ML es más local y con cuotas integradas; Amazon es global pero requiere conversión de moneda y puede sumar fees por plan. ¿Detalles en categorías específicas?",2025-10-23 11:21:24+00:00,grok,6498256,https://x.com/grok/status/1981320044937425118,0,0,0,0,0,9.0,Banners & Ads
"Franco Colapinto takes a photo with a young fan and signs his Boca shirt at Mercado Libre’s event.
 https://t.co/G75m5wA0bG",2025-10-23 02:51:16+00:00,ColapintoCrave,78,https://x.com/ColapintoCrave/status/1981191666976641093,14,0,1,0,0,528.0,Twitter for iPhone
El amarillo sale a la pista 💛🏎️ https://t.co/9LwnvFxRYe,2025-10-23 02:22:48+00:00,ML_Mexico,81006,https://x.com/ML_Mexico/status/1981184501331136865,11,4,2,0,0,695.0,Twitter Web App
"https://t.co/LxNwy3p2SR Colapinto y el sobrepaso a Gasly:   ""Veniamos 17 y 18 y quería que se viera un poco más el logo de Mercado Libre que no nos habían enfocado en toda la carrera""  😂🐐
 #F1 #MexicoGP  #Colapinto $MELI 🟡",2025-10-23 17:39:40+00:00,LorenzoBolsa,2729,https://x.com/LorenzoBolsa/status/1981415238244417923,8,1,2,0,1,517.0,Twitter Web App
Gracias MERCADO LIBRE por su apoyo a nuestro Franco Colapinto y cuando vienen para norte América??? https://t.co/skyLRRZtJz,2025-10-23 12:07:11+00:00,NAguirrexo,103,https://x.com/NAguirrexo/status/1981331566162039290,2,0,0,0,0,178.0,Twitter for Android
"Colapinto y el sobrepaso a Gasly: 

""Veniamos 17 y 18 y quería que se viera un poco más el logo de Mercado Libre que no nos habían enfocado en toda la carrera""

Cómo lo quiero a este pibe 😂

#F1 #MexicoGP 🇲🇽 #Colapinto https://t.co/gS1oa1XnFG",2025-10-23 14:25:26+00:00,elmejordelresto,61605,https://x.com/elmejordelresto/status/1981366357183565993,15754,49,955,60,706,259100.0,Twitter for Android
"🏎️ COLAPINTO DESOBEDECIÓ ÓRDENES

Juan Locatelli, periodista de automovilismo, dijo sobre la maniobra de Colapinto: “Hizo lo lógico y se ganó su lugar”. Además, contó que Marcos Galperin celebró porque en esa acción se lució la publicidad azul y amarilla de Mercado Libre. https://t.co/SNjMM7bhJJ",2025-10-23 19:36:44+00:00,RadioDelPlata,163985,https://x.com/RadioDelPlata/status/1981444700834762803,0,0,0,0,0,358.0,Twitter Web App
"Franco 🤝 Mercado Libre.
Tic Tac ⌛️ https://t.co/Pafn3SS4mm",2025-10-23 01:22:49+00:00,mensurdante,162,https://x.com/mensurdante/status/1981169406156877891,390,2,23,2,13,13284.0,Twitter for Android
🚨 ¡LLEGÓ FRANCO AL EVENTO DE MERCADO LIBRE! 🇲🇽 https://t.co/S034pAUZLV,2025-10-23 01:53:22+00:00,francoupdates_,21,https://x.com/francoupdates_/status/1981177094999531773,6,0,0,0,0,56.0,Twitter for Android
"Mercado Libre partner Team de BWT Alpine F1 para la siguientes dos carreras Mexico y Brasil además de la que pasó en Austin

El presencia de marca esta en el alerón y en parte del monoplaza. 

#gpmexico #f1 https://t.co/CNhmLtkhF1",2025-10-23 04:32:40+00:00,japonton,319456,https://x.com/japonton/status/1981217182622093611,25,0,3,0,1,1705.0,Twitter for Android
"¡FRANCO PRESENTÓ DOS LIBROS! 📚

👉🏻 El piloto pilarense presentó sus primeras dos obras, ""Soy Franco"" y ""Naci para correr"".

¡Pueden conseguirlos en Mercado Libre!

#F1 #MexicoGP https://t.co/9szkdU8S3q",2025-10-23 20:14:55+00:00,Colapinto_info,1960,https://x.com/Colapinto_info/status/1981454308244631600,2,0,2,0,0,215.0,Twitter for Android
@ataldaloir4a vc vai ter que se explicar agr https://t.co/Gzj7n86TBV,2025-10-23 15:50:47+00:00,men543210,352,https://x.com/men543210/status/1981387836642283990,3,4,0,2,0,382.0,Twitter Web App
"En un breve encuentro con la prensa, el argentino, Franco Colapinto compartió su sentir al ver que su vehículo de la escudería Alpine comparte con Mercado Libre y que se siente cobijado por Latinoamérica.

🎥: Leonardo Vega https://t.co/qtKluNvTy8",2025-10-23 02:52:22+00:00,AnimalMX,41544,https://x.com/AnimalMX/status/1981191941657157730,3,1,0,0,0,833.0,Twitter for Android
"¡Inicia su carrera actoral! 🎥

Franco Colapinto y Neymar le dan vida a un divertido comercial de Mercado Libre, principal sponsor del piloto argentino. https://t.co/MtNxl74yCk",2025-10-23 02:08:28+00:00,UnivDeportes,75668,https://x.com/UnivDeportes/status/1981180893248311488,54,0,5,0,7,1388.0,Twitter Web App
todavía no son las 22:00hs en donde anunciaran la renovación de franco en el evento de mercado libre https://t.co/O6qhuFzjSs,2025-10-23 00:24:05+00:00,AlpineArg_,36532,https://x.com/AlpineArg_/status/1981154625903612223,426,11,11,0,6,21194.0,Twitter for iPhone
"Jack, te bailo tácticamente mercado libre y yerba natura https://t.co/PottvxKirp",2025-10-23 14:54:47+00:00,Max_MG43,68,https://x.com/Max_MG43/status/1981373744808677667,2,0,0,0,0,160.0,Twitter for Android
"La Voz En Vivo. Llaryora, sobre la polémica con Mercado Libre: “Es un tema político”
https://t.co/mTkLlsL6yn",2025-10-23 13:10:41+00:00,LAVOZcomar,523415,https://x.com/LAVOZcomar/status/1981347548406202676,19,6,0,0,0,582.0,Twitter Web App
"Mercado Libre renovó su apoyo a Colapinto, que posó con un sombrero charro https://t.co/O52qsYxnj0 https://t.co/gD2wTFZqiM",2025-10-23 13:42:07+00:00,Cadena3Com,556587,https://x.com/Cadena3Com/status/1981355456296530269,5,0,0,0,1,939.0,Marfeel Amplify
"En las últimas horas directivos de Mercado Libre confirmaron, que a mediados de noviembre, instalarán en nuestra ciudad un Centro Logístico.

La radicación de la empresa, que invertirá en Villa María, generará muchos puestos de trabajo y seguirá impulsando el desarrollo productivo y tecnológico de la región.",2025-10-23 15:04:56+00:00,accastelloedu,7492,https://x.com/accastelloedu/status/1981376299391152399,6,0,2,0,1,100.0,Twitter for iPhone
ya está todo listo para el evento de mercado libre y me dieron nervios https://t.co/Fb7sOSZNjW,2025-10-23 01:25:29+00:00,elortodenorris,2022,https://x.com/elortodenorris/status/1981170075928580102,13,1,2,0,1,518.0,Twitter for Android
"¿Cómo que cayó el consumo en Argentina? Si vengo comprando por @ML_Argentina desde inicios de este año, invirtiendo en acciones de Merval, además de pagar monotributo y rentas y con mi hermano nos ayudamos con los demás gastos de la casa. Dejen de mentir viejo me tienen podrido. https://t.co/TWBjbcQgsT",2025-10-23 06:19:52+00:00,ClubBlueLions,78,https://x.com/ClubBlueLions/status/1981244162357010678,0,0,0,0,0,30.0,Twitter for Android
@Colapinto_news @ML_Argentina todo pensabamos que era otra cosa. https://t.co/Uu1FuJr6G9,2025-10-23 14:14:41+00:00,sebajara777,0,https://x.com/sebajara777/status/1981363655049687339,10,0,0,0,0,665.0,Twitter for Android
"Qué buen influencer sos @FranColapinto 
Gracias @ML_Argentina 💙🩶💙 https://t.co/UVj4lWXmqu",2025-10-23 17:13:00+00:00,stiny43,144,https://x.com/stiny43/status/1981408529182306367,0,0,0,0,0,11.0,Twitter Web App
@ML_Argentina @AperturaCom En base a qué? Imposible saberlo! Anuncian entregas en 24hs... Llevo 4 días y contando!! 🤦🏽‍♀️ https://t.co/14Uk2QlBuu,2025-10-23 17:26:46+00:00,niundespido,327,https://x.com/niundespido/status/1981411993794785437,1,1,0,0,0,26.0,Twitter for Android
"🚨| ¡FRANCO ANUNCIÓ EL LANZAMIENTO DE DOS LIBROS SOBRE SU VIDA!

""Soy Franco"" es una autobiografía en la que narra su camino a la Fórmula 1 y ""Nací para correr"" es un libro orientado para los más chicos.

Ya se pueden conseguir en @ML_Argentina 👇 https://t.co/eAWMMDTUYt",2025-10-23 14:07:30+00:00,Colapinto_news,68500,https://x.com/Colapinto_news/status/1981361846989779288,430,8,39,17,20,28919.0,Twitter for Android
"Hace diez días me tendría que haber llegado un producto que compre por @ML_Argentina y no tengo novedades y como si fuera poco cerraron el reclamo, quiero romper todoo",2025-10-23 12:57:29+00:00,BrendaZaccari,243,https://x.com/BrendaZaccari/status/1981344223052927207,0,0,0,0,0,12.0,Twitter for Android
"@ML_Argentina Buenas tardes, este número está llamando a mi madre, estimo que es un fraude. https://t.co/3SAWbr4bbX",2025-10-23 18:47:44+00:00,Rominichi21,347,https://x.com/Rominichi21/status/1981432366896652430,0,0,0,0,0,13.0,Twitter for Android
@ML_Argentina No me dejan ingresar a mi cuenta! Media pila!,2025-10-23 18:10:45+00:00,iamtomis,2,https://x.com/iamtomis/status/1981423062794064203,1,0,0,0,0,4.0,Twitter for iPhone
"Evento de @ML_Argentina
#MexicoGP #franclub43 #FrancoColapinto https://t.co/DgXQyTaT8C",2025-10-23 02:03:23+00:00,BeaC4310,142,https://x.com/BeaC4310/status/1981179614375632954,5,0,0,0,0,130.0,Twitter for Android
"@PG10_FanactuFr Renault lleva solo 25 años en Mex y ML lleva unos 5 años. En Argentina y Brasil, Renault existe hace 80 años, tiene Plantas y tiene Autos hibridos que compiten con los Autos chinos hibridos y eléctricos que se fabrican en Brasil. Renault debe reafirmar su posición en el MerCoSur.",2025-10-23 01:03:42+00:00,Arman2Sanchez,276,https://x.com/Arman2Sanchez/status/1981164596523389066,0,0,0,0,0,53.0,Twitter for Android
Listo @FranColapinto @ML_Argentina  ya me compré le libre de nuestro piloto. 🇦🇷🩷 https://t.co/6RRbaceHAd,2025-10-23 16:48:31+00:00,florenc56799970,92,https://x.com/florenc56799970/status/1981402368542724530,0,1,0,0,0,71.0,Twitter for iPhone
"Al fin!!!! Comprado @FranColapinto @ML_Argentina @marcos_galperin 
#SiempreConEl43
#FrancoLibre https://t.co/eIeS7JnTJk",2025-10-23 17:15:18+00:00,silvinamanzi,5890,https://x.com/silvinamanzi/status/1981409105295065244,0,0,0,0,0,36.0,Twitter for Android
@mercadopago @ML_Argentina chorros. Sigan aumentando los costos X usar la plataforma. Nos quieren explotar en costos como monos. Asco https://t.co/LUNt7srMdH,2025-10-23 00:09:38+00:00,dbmegevand1,3,https://x.com/dbmegevand1/status/1981150987856617795,0,0,0,0,0,1.0,Twitter for Android
@JMilei @ML_Argentina Cansados los trabajadores de ser robados y estafados por los intocables amigos del poder. No podemos ya ni mantenernos nosotros mismos.,2025-10-23 14:07:39+00:00,mirtap,2596,https://x.com/mirtap/status/1981361884184854683,0,0,0,0,0,15.0,Twitter for iPhone
"@SpeakerJohnson Instead of sending $40 billion to Argentina, use it to fund salaries for federal workers while you negotiate with the Democrats. 
After all, you are still being paid while not working at all.",2025-10-23 01:44:28+00:00,ml1674,163,https://x.com/ml1674/status/1981174854234886655,1,0,0,0,0,17.0,Twitter Web App
@Kassad86 @Colapinto_news @ML_Argentina Nunca juzgues la vida de alguien solo por la edad. Cada quien vive la vida a la velocidad que quiere.,2025-10-23 14:47:35+00:00,kanthongv,246,https://x.com/kanthongv/status/1981371933892497878,8,0,0,0,0,199.0,Twitter Web App
"@niundespido @ML_Argentina @AperturaCom Estás con suerte... El 15 me tendría que haber llegado a mi.
 Un desastre https://t.co/VQOJ8eZmh4",2025-10-23 17:39:05+00:00,BrendaZaccari,243,https://x.com/BrendaZaccari/status/1981415090503954762,0,0,0,0,0,6.0,Twitter for Android
"@ML_Argentina Jaja que grandes carajooo !!!🔥💛🤍👊😎

Siempre con @renaultgroup @RenaultArg el Llanero Solitario @FranColapinto y ustedes @ML_Argentina 🎬🇦🇷 https://t.co/w56d8V8UwC",2025-10-23 00:04:47+00:00,heragu2002,2995,https://x.com/heragu2002/status/1981149769398702512,0,0,0,0,0,12.0,Twitter for iPhone
Lo que prometen y lo que llega. Las pelotas casi para darlas de baja . Pésimo el producto y servicio de @Mercadolibre Chile https://t.co/GTVjUJFopu,2025-10-23 21:36:14+00:00,felivald,1260,https://x.com/felivald/status/1981474774032191822,0,0,0,0,0,34.0,Twitter for iPhone
"🔥 Mercado Libre: (-31%) Wrangler Set 3 Maletas Equipaje Rígidas Ruedas Girarotorios Café Lisa

👉🏽 Ver: https://t.co/CeACgZRMJz
🔎 O búscalo con este ID: OFEMEX-FAFE

🟢 Precio Actual: $3,499 
💳 Hasta 15 meses sin intereses de $233.27

#masvendido #mercadolibre #ofertasdemexico https://t.co/jHK2xAXzGF",2025-10-23 23:08:10+00:00,OfertasMexico2,708,https://x.com/OfertasMexico2/status/1981497908638654543,0,0,0,0,0,,Twitter Web App
"Don’t forget, MercadoLibre $MELI, SoFi $SOFI, and Nubank $NU are some of the fastest-growing companies out there.

And MercadoLibre is having a correction right now. https://t.co/sTFCzENkcQ",2025-10-23 21:27:05+00:00,BourbonCap,58743,https://x.com/BourbonCap/status/1981472469765509499,48,4,0,1,21,4983.0,Twitter Web App
"🌳🌿 The green #UmidigiG9C feels rooted in nature. It delivers a sophisticated look that lasts. Carry this device to add a touch of confident warmth to every day. 😊✨
Mercado🛒 https://t.co/H9GZCmd3RM https://t.co/1m8BaSWks1",2025-10-23 09:00:03+00:00,umidigi,179110,https://x.com/umidigi/status/1981284474492223654,8,0,0,0,0,360.0,Twitter Web App
"¡INCREÍBLES OFERTAS EN MOTO! 🏍🔥
MercadoLibre: Mb Motos Super 7 250r Gris

👉Ver Oferta: https://t.co/X6NlNkK3or

-27% de descuento
🔥Precio Oferta: $35,404
Precio Anterior: $48,999

⚡️Unete a nuestros otros grupos:
https://t.co/hDwlFEz4oK

#OfertasMercadoLibre@ofertonesmexico https://t.co/2JZkaOQE2Z",2025-10-23 23:05:27+00:00,OfertonesMex,5669,https://x.com/OfertonesMex/status/1981497225105568201,0,0,0,0,0,2.0,IFTTT
