text,createdAt,author/userName,author/followers,url,likeCount,replyCount,retweetCount,quoteCount,bookmarkCount,viewCount,source
Comienza una nueva etapa de @LigaAFA de la mano de @ML_Argentina. https://t.co/hSgZCYNK2B,2026-01-22 15:33:54+00:00,PetersenLeandro,2655,https://x.com/PetersenLeandro/status/2014360882365481197,10,0,1,0,1,427,Twitter for Android
"El folklore del fútbol #TeLlega
@ML_Argentina https://t.co/lZwBYHEHDU",2026-01-22 14:33:31+00:00,SzAriel,8976,https://x.com/SzAriel/status/2014345690105651467,100,4,6,4,9,6244,Twitter for iPhone
"⚽️ A partir de las 20.00 mirá en vivo, por @ESPNArgentina, el duelo entre @clubaunion y @caplatense por la #Fecha1 del #TorneoMercadoLibre 2026. Relata @JuanPabloMarron y comenta @ChavoFuchs 

Suscribite al Pack Fútbol: https://t.co/xmdXqSyVPU 

👉 @ML_Argentina https://t.co/EEUwmPpMvp",2026-01-22 21:02:32+00:00,LigaAFA,1188552,https://x.com/LigaAFA/status/2014443587455336949,20,1,3,0,0,3805,Twitter Web App
"¡Todo igualado en Mar del Plata! En el inicio de la #Fecha1 del #TorneoMercadoLibre 2026 🏆, @clubaldosivi y @ClubDefensayJus empataron 0 a 0.

📸 Aldosivi

👉 @ML_Argentina https://t.co/VqqqHGLo1A",2026-01-22 22:00:24+00:00,LigaAFA,1188552,https://x.com/LigaAFA/status/2014458149894246566,9,2,2,5,0,3207,Twitter Web App
"¡A jugar en el Sur! Desde las 20.00 mirá en vivo, por @TNTSportsAR, el encuentro entre @CAB_oficial y @CAHuracan por la #Fecha1 del #TorneoMercadoLibre 2026 🏆 Relata @haasenico y comenta Fernando Pacini.

Suscribite al Pack Fútbol: https://t.co/xmdXqSyVPU 

👉 @ML_Argentina https://t.co/s0SSB4PjTN",2026-01-22 21:15:00+00:00,LigaAFA,1188552,https://x.com/LigaAFA/status/2014446724182335740,11,0,0,0,0,2983,TweetDeck Web App
"Aprende @ML_Argentina, modernízate https://t.co/pbHy5mW5Uv",2026-01-22 18:18:49+00:00,candela4140,6589,https://x.com/candela4140/status/2014402387738288515,5,2,0,0,0,268,Twitter for iPhone
"@elejercitodelam La China disfrutó con las parejas de Argentina y del exterior, en cambio WN las buscaba y los sobornaba para que estén con ella, salvo con ML y MI que kes pidió casamiento!😂😂",2026-01-22 15:15:56+00:00,dulceladydi,104,https://x.com/dulceladydi/status/2014356361375588489,5,1,0,0,0,675,Twitter for iPhone
"@mertenss101 Ojalá se quedé allá, que no vuelva a Argentina un lugar que no lo valoran y defienden a una loca Mitómana. Espero con ansias que llegue el divorcio de la loca",2026-01-22 14:41:37+00:00,IrrutiaJuliana,48,https://x.com/IrrutiaJuliana/status/2014347727019159707,3,1,0,0,0,84,Twitter for Android
"“El hombre más rico de Argentina, @marcos_galperin, es un acérrimo defensor del presidente Milei (...) su empresa @ML_Argentina ha sido la principal beneficiaria de las exenciones fiscales nacionales, por valor de u$s 247.000.000 en los últimos tres años.""

Informe 2026 de #OXFAM",2026-01-22 15:21:41+00:00,bocayperonismo,2027,https://x.com/bocayperonismo/status/2014357810323046544,4,0,0,0,0,73,Twitter Web App
@elejercitodelam Si la china estuvo con media Argentina ella estuvo con Medio mapamundi...la descarada se acostó con compañeros de fútbol del marido... quién es para señalar??? La que se acostó con Keita? Y después le mandaba fotos a la mujer embarazada?. Que mierda loca es esta mujer. Por favor.,2026-01-22 15:12:21+00:00,IrrutiaJuliana,48,https://x.com/IrrutiaJuliana/status/2014355462880108637,73,0,8,0,0,595,Twitter for Android
